utc_time,x_km_EME2000,y_km_EME2000,z_km_EME2000,vx_kms,vy_kms,vz_kms,distance_from_earth_km,speed_kms
2026-04-04T23:05:51.319,-112867.80194722445,-244925.17647462888,-134410.7442150799,-0.13619987252756,-0.83305724191575,-0.45235433363983,301319.980996909,0.9576842991025459
2026-04-04T23:09:51.319,-112900.44798762842,-245125.0072183823,-134519.25295555932,-0.13585061222648,-0.83219915550879,-0.45188528154855,301543.0478975447,0.9566666770365031
2026-04-04T23:13:51.319,-112933.01031206871,-245324.63216486917,-134627.64920351174,-0.13550223912038,-0.83134226405335,-0.45141689556406,301765.8759618754,0.9556505796621901
2026-04-04T23:17:51.319,-112965.48913320169,-245524.05160041686,-134735.9331185506,-0.13515475095829,-0.83048656371067,-0.45094917358631,301988.4655458122,0.9546360020283804
2026-04-04T23:21:51.319,-112997.88466314538,-245723.2658104335,-134844.10485978646,-0.13480814550521,-0.82963205065906,-0.45048211352491,302210.8170041694,0.9536229392066766
2026-04-04T23:25:51.319,-113030.19711348334,-245922.27507941207,-134952.16458582936,-0.13446242054204,-0.82877872109377,-0.45001571329902,302432.93069067015,0.9526113862913226
2026-04-04T23:29:51.319,-113062.42669526846,-246121.07969093436,-135060.1124547911,-0.13411757386553,-0.8279265712269,-0.4495499708373,302654.80695795175,0.9516013383990821
2026-04-04T23:33:51.319,-113094.57361902669,-246319.67992767514,-135167.9486242874,-0.13377360328822,-0.82707559728731,-0.44908488407788,302876.44615757064,0.9505927906691264
2026-04-04T23:37:51.319,-113126.63809476094,-246518.07607140607,-135275.67325144043,-0.13343050663834,-0.82622579552052,-0.44862045096829,303097.8486400078,0.949585738262887
2026-04-04T23:41:51.319,-113158.62033195475,-246716.26840299973,-135383.2864928807,-0.13308828175976,-0.82537716218857,-0.44815666946537,303319.01475467364,0.9485801763638724
2026-04-04T23:45:51.319,-113190.52053957604,-246914.2572024336,-135490.7885047496,-0.13274692651195,-0.82452969356999,-0.44769353753529,303539.9448499134,0.9475761001776336
2026-04-04T23:49:51.319,-113222.33892608089,-247112.04274879393,-135598.17944270145,-0.13240643876986,-0.82368338595962,-0.44723105315343,303760.63927301235,0.9465735049315225
2026-04-04T23:53:51.319,-113254.07569941723,-247309.6253202797,-135705.45946190582,-0.13206681642393,-0.82283823566858,-0.44676921430434,303981.0983702004,0.9455723858746358
2026-04-04T23:57:51.319,-113285.7310670285,-247507.00519420652,-135812.62871704964,-0.13172805737995,-0.82199423902413,-0.44630801898173,304201.32248665724,0.9445727382776565
2026-04-05T00:01:51.319,-113317.3052358574,-247704.18264701043,-135919.68736233938,-0.13139015955906,-0.82115139236959,-0.44584746518835,304421.31196651794,0.9435745574327175
2026-04-05T00:05:51.319,-113348.79841234956,-247901.1579542518,-136026.6355515033,-0.13105312089765,-0.82030969206423,-0.445387550936,304641.0671528772,0.9425778386532827
2026-04-05T00:09:51.319,-113380.21080245712,-248097.93139061917,-136133.47343779358,-0.13071693934732,-0.81946913448319,-0.44492827424541,304860.5883877948,0.9415825772740054
2026-04-05T00:13:51.319,-113411.54261164246,-248294.50322993292,-136240.2011739884,-0.13038161287481,-0.81862971601738,-0.44446963314627,305079.8760123001,0.9405887686506325
2026-04-05T00:17:51.319,-113442.79404488177,-248490.8737451492,-136346.81891239417,-0.13004713946195,-0.81779143307337,-0.4440116256771,305298.93036639737,0.9395964081598297
2026-04-05T00:21:51.319,-113473.96530666867,-248687.0432083636,-136453.32680484757,-0.12971351710558,-0.81695428207332,-0.44355424988527,305517.7517890705,0.9386054911991074
2026-04-05T00:25:51.319,-113505.05660101787,-248883.0118908149,-136559.72500271775,-0.12938074381753,-0.81611825945488,-0.44309750382687,305736.3406182878,0.9376160131866581
2026-04-05T00:29:51.319,-113536.06813146867,-249078.7800628887,-136666.01365690833,-0.12904881762454,-0.81528336167106,-0.44264138556673,305954.69719100674,0.9366279695612291
2026-04-05T00:33:51.319,-113567.00010108855,-249274.3479941212,-136772.1929178595,-0.12871773656818,-0.81444958519022,-0.44218589317834,306172.82184317906,0.9356413557820557
2026-04-05T00:37:51.319,-113597.85271247679,-249469.71595320286,-136878.2629355502,-0.12838749870486,-0.81361692649589,-0.4417310247438,306390.7149097552,0.9346561673286687
2026-04-05T00:41:51.319,-113628.62616776796,-249664.884207982,-136984.22385950008,-0.1280581021057,-0.81278538208671,-0.44127677835378,306608.3767246894,0.9336723997007966
2026-04-05T00:45:51.319,-113659.32066863548,-249859.85302546836,-137090.0758387715,-0.12772954485654,-0.81195494847639,-0.44082315210745,306825.8076209439,0.9326900484182857
2026-04-05T00:49:51.319,-113689.93641629511,-250054.6226718368,-137195.81902197172,-0.12740182505785,-0.81112562219354,-0.44037014411246,307043.0079304942,0.9317091090209204
2026-04-05T00:53:51.319,-113720.47361150847,-250249.19341243088,-137301.45355725483,-0.12707494082468,-0.81029739978162,-0.43991775248486,307259.9779843334,0.9307295770683238
2026-04-05T00:57:51.319,-113750.93245458654,-250443.56551176627,-137406.97959232377,-0.12674889028663,-0.80947027779887,-0.43946597534909,307476.71811247687,0.9297514481398773
2026-04-05T01:01:51.319,-113781.31314539316,-250637.73923353446,-137512.39727443233,-0.12642367158777,-0.80864425281818,-0.43901481083791,307693.22864396696,0.9287747178345516
2026-04-05T01:05:51.319,-113811.61588334845,-250831.71484060612,-137617.70675038718,-0.12609928288662,-0.80781932142703,-0.43856425709233,307909.50990687765,0.9277993817708083
2026-04-05T01:09:51.319,-113841.84086743234,-251025.4925950347,-137722.9081665498,-0.12577572235608,-0.8069954802274,-0.43811431226162,308125.56222831877,0.9268254355865068
2026-04-05T01:13:51.319,-113871.98829618796,-251219.07275805986,-137828.00166883852,-0.12545298818337,-0.80617272583568,-0.43766497450322,308341.385934441,0.9258528749387622
2026-04-05T01:17:51.319,-113902.05836772508,-251412.45559011088,-137932.98740273036,-0.12513107857002,-0.80535105488258,-0.43721624198269,308556.9813504402,0.9248816955038341
2026-04-05T01:21:51.319,-113932.05127972356,-251605.64135081015,-138037.8655132631,-0.1248099917318,-0.80453046401306,-0.4367681128737,308772.34880056174,0.9239118929770386
2026-04-05T01:25:51.319,-113961.96722943672,-251798.63029897652,-138142.63614503716,-0.12448972589866,-0.80371094988621,-0.43632058535794,308987.4886081053,0.9229434630725832
2026-04-05T01:29:51.319,-113991.80641369481,-251991.42269262875,-138247.2994422175,-0.12417027931471,-0.80289250917522,-0.43587365762513,309202.40109542897,0.9219764015235331
2026-04-05T01:33:51.319,-114021.56902890833,-252184.01878898882,-138351.85554853565,-0.12385165023815,-0.80207513856725,-0.4354273278729,309417.08658395393,0.9210107040816193
2026-04-05T01:37:51.319,-114051.25527107145,-252376.4188444853,-138456.3046072914,-0.12353383694127,-0.80125883476337,-0.43498159430684,309631.5453941689,0.9200463665172023
2026-04-05T01:41:51.319,-114080.86533576537,-252568.62311475672,-138560.64676135487,-0.12321683771034,-0.80044359447847,-0.43453645514036,309845.77784563403,0.9190833846190997
2026-04-05T01:45:51.319,-114110.39941816167,-252760.63185465476,-138664.8821531684,-0.12290065084561,-0.79962941444118,-0.4340919085947,310059.7842569861,0.9181217541945123
2026-04-05T01:49:51.319,-114139.85771302566,-252952.44531824766,-138769.0109247483,-0.12258527466128,-0.79881629139379,-0.43364795289889,310273.5649459421,0.9171614710689213
2026-04-05T01:53:51.319,-114169.24041471972,-253144.0637588234,-138873.03321768678,-0.12227070748541,-0.79800422209216,-0.43320458628969,310487.12022930366,0.9162025310859591
2026-04-05T01:57:51.319,-114198.54771720665,-253335.48742889307,-138976.94917315381,-0.12195694765993,-0.79719320330565,-0.43276180701153,310700.4504229618,0.9152449301073102
2026-04-05T02:01:51.319,-114227.77981405293,-253526.71658019393,-139080.75893189895,-0.12164399354055,-0.79638323181705,-0.4323196133165,310913.55584190076,0.9142886640126249
2026-04-05T02:05:51.319,-114256.93689843212,-253717.75146369275,-139184.46263425314,-0.12133184349676,-0.79557430442248,-0.4318780034643,311126.4368002023,0.9133337286993978
2026-04-05T02:09:51.319,-114286.01916312805,-253908.59232958895,-139288.06042013058,-0.12102049591178,-0.79476641793131,-0.43143697572217,311339.0936110501,0.9123801200828475
2026-04-05T02:13:51.319,-114315.0268005382,-254099.2394273178,-139391.55242903053,-0.12070994918253,-0.79395956916609,-0.4309965283649,311551.5265867338,0.9114278340958478
2026-04-05T02:17:51.319,-114343.96000267692,-254289.69300555356,-139494.9388000391,-0.12040020171954,-0.7931537549625,-0.43055665967473,311763.73603865335,0.9104768666888141
2026-04-05T02:21:51.319,-114372.81896117877,-254479.9533122126,-139598.21967183094,-0.12009125194699,-0.79234897216921,-0.43011736794135,311975.7222773228,0.9095272138295774
2026-04-05T02:25:51.319,-114401.60386730169,-254670.02059445652,-139701.39518267123,-0.11978309830263,-0.79154521764786,-0.42967865146184,312187.48561237496,0.908578871503317
2026-04-05T02:29:51.319,-114430.31491193034,-254859.89509869527,-139804.46547041726,-0.11947573923774,-0.79074248827296,-0.42924050854063,312399.026352565,0.907631835712441
2026-04-05T02:33:51.319,-114458.9522855793,-255049.57707059023,-139907.4306725203,-0.11916917321711,-0.78994078093181,-0.42880293748948,312610.34480577504,0.9066861024764934
2026-04-05T02:37:51.319,-114487.51617839633,-255239.06675505723,-140010.29092602732,-0.11886339871902,-0.78914009252443,-0.42836593662741,312821.4412790177,0.9057416678320485
2026-04-05T02:41:51.319,-114516.00678016554,-255428.36439626964,-140113.04636758266,-0.11855841423515,-0.78834041996349,-0.42792950428066,313032.3160784407,0.9047985278326091
2026-04-05T02:45:51.319,-114544.4242803107,-255617.4702376614,-140215.6971334299,-0.11825421827062,-0.78754176017424,-0.4274936387827,313242.9695093304,0.9038566785485458
2026-04-05T02:49:51.319,-114572.76886789843,-255806.38452192998,-140318.2433594135,-0.1179508093439,-0.78674411009441,-0.42705833847413,313453.4018761161,0.9029161160669416
2026-04-05T02:53:51.319,-114601.04073164132,-255995.10749103944,-140420.68518098045,-0.11764818598681,-0.78594746667416,-0.42662360170265,313663.61348237406,0.9019768364915245
2026-04-05T02:57:51.319,-114629.24005990125,-256183.6393862233,-140523.0227331821,-0.11734634674449,-0.785151826876,-0.42618942682307,313873.6046308313,0.9010388359425887
2026-04-05T03:01:51.319,-114657.3670406925,-256371.98044798765,-140625.2561506758,-0.11704529017533,-0.78435718767472,-0.42575581219721,314083.3756233695,0.9001021105568685
2026-04-05T03:05:51.319,-114685.42186168495,-256560.13091611388,-140727.38556772654,-0.11674501485099,-0.78356354605732,-0.42532275619391,314292.9267610293,0.8991666564874745
2026-04-05T03:09:51.319,-114713.40471020731,-256748.09102966177,-140829.41111820872,-0.11644551935634,-0.78277089902291,-0.42489025718894,314502.2583440137,0.8982324699037472
2026-04-05T03:13:51.319,-114741.31577325019,-256935.86102697236,-140931.3329356077,-0.11614680228944,-0.7819792435827,-0.42445831356503,314711.3706716926,0.8972995469912504
2026-04-05T03:17:51.319,-114769.15523746933,-257123.4411456708,-141033.15115302155,-0.11584886226153,-0.78118857675984,-0.42402692371176,314920.2640426059,0.8963678839515694
