timestamp_utc,met_hours,x_km,y_km,z_km,vx_kms,vy_kms,vz_kms,distance_earth_km,speed_kms,speed_ms,data_type,source
2026-04-06 16:33:51.319,124.56425527777779,-125391.31009502456,-336892.3325746822,-184491.8740448253,-0.1418922123009,-0.41513861230703,-0.23425063050598,404050.3384276872,0.4973397482931556,497.3397482931556,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 16:37:51.319,124.63092194444445,-125425.53594463042,-336991.8423317941,-184548.0434087556,-0.14332753255365,-0.41410688399943,-0.23382653962636,404169.57727069774,0.4966911954094542,496.6911954094542,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 16:41:51.319,124.69758861111112,-125460.10941363,-337091.1026668968,-184604.11036139983,-0.14478914052739,-0.41306000361344,-0.23339716786309,404288.6692866723,0.496041026293498,496.041026293498,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 16:45:51.319,124.76425527777778,-125495.03688370758,-337190.1098763193,-184660.07360956937,-0.14627764429184,-0.41199740730648,-0.23296229876815,404407.6127700108,0.4953891858873914,495.3891858873914,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 16:49:51.319,124.83092194444446,-125530.32488452672,-337288.8601180852,-184715.93180692292,-0.14779366902023,-0.41091850616725,-0.23252170576042,404526.40592261945,0.494735617237046,494.73561723704603,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 16:53:51.319,124.89758861111112,-125565.98009789322,-337387.3494057417,-184771.6835514693,-0.14933785747075,-0.40982268490962,-0.23207515157651,404645.04684898944,0.494080261414827,494.080261414827,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 16:57:51.319,124.96425527777778,-125602.0093620338,-337485.5736018644,-184827.327382934,-0.15091087047422,-0.40870930048952,-0.23162238768829,404763.5335509834,0.4934230574388919,493.42305743889193,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 17:01:51.319,125.03092194444444,-125638.41967599237,-337583.528411222,-184882.8617799828,-0.15251338742662,-0.40757768064002,-0.23116315368456,404881.8639223142,0.4927639421889876,492.76394218898764,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 17:05:51.319,125.09758861111112,-125675.21820414532,-337681.209373578,-184938.2851572915,-0.15414610678552,-0.40642712231914,-0.23069717661468,405000.03574269154,0.4921028503186453,492.1028503186453,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 17:09:51.319,125.16425527777778,-125712.41228083624,-337778.6118561092,-184993.5958624538,-0.15580974656838,-0.40525689006494,-0.23022417029148,405118.0466716188,0.4914397141636093,491.4397141636093,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
2026-04-06 17:13:51.319,125.23092194444445,-125750.00941512977,-337875.731045418,-185048.79217271635,-0.15750504485129,-0.40406621425164,-0.22974383455078,405235.8942418132,0.4907744636463426,490.7744636463426,flight-derived,NASA/JSC/FOD/FDO OEM Ephemeris
